date,repo_rate,change_bps,decision,hike,cut,change,gsec_yield_pre,gsec_yield_post,gsec_yield_change,inrusd_pre,inrusd_post,inrusd_change,walr_pre,walr_post,walr_change,credit_growth_pre,credit_growth_post,credit_growth_change,cpi_yoy_pre,cpi_yoy_post,cpi_yoy_change,hawk_score,hawk_lag1,hawk_lag2,hawk_lag3,hawk_change,hawk_ma3,dict_score,sentiment,hawk_freq,dove_freq,inflation_freq,growth_freq,covid_dummy
2020-10-09,4.0,0,hold,0,0,0,5.94484,5.8952,-0.04964000000000013,73.28050231933594,73.01480102539062,-0.2657012939453125,9.27,9.27,0.0,5.9,5.7,-0.20000000000000018,5.902144903661943,5.28476084361067,-0.6173840600512737,0.11171894673246058,0.18377903770602041,-1.5646894869125236,-1.6116320757418774,-0.07206009097355984,-0.42306383415801413,-0.08681672025723473,0.7184,142,169,22,25,1
2020-12-04,4.0,0,hold,0,0,0,5.8929,5.94162,0.04872000000000032,73.86489868164062,73.79029846191406,-0.0746002197265625,9.27,9.27,0.0,5.9,5.7,-0.20000000000000018,3.686607470335179,3.162902928103306,-0.5237045422318731,0.11328010544027785,0.11171894673246058,0.18377903770602041,-1.5646894869125236,0.00156115870781727,0.13625936329291968,-0.09803921568627451,0.5267,138,168,18,24,1
2021-02-05,4.0,0,hold,0,0,0,6.1935,6.350775,0.1572749999999994,72.9457015991211,72.78479766845703,-0.1609039306640625,8.86,8.86,0.0,9.3,8.3,-1.0,4.494453663100861,5.66568648756145,1.1712328244605885,0.15552949675839275,0.11328010544027785,0.11171894673246058,0.18377903770602041,0.04224939131811491,0.12684284964371048,-0.10097719869706841,0.7184,138,169,18,25,1
2021-04-07,4.0,0,hold,0,0,0,6.2801,6.225375,-0.05472500000000036,73.48999786376953,74.40149688720703,0.9114990234375,8.86,8.86,0.0,9.3,8.3,-1.0,5.139897674026872,5.257641879886221,0.1177442058593492,0.12381247657634571,0.15552949675839275,0.11328010544027785,0.11171894673246058,-0.03171702018204704,0.13087402625833885,-0.0967741935483871,0.8225,140,170,20,26,1
2021-06-04,4.0,0,hold,0,0,0,6.267675,6.20842,-0.05925499999999939,73.04419708251953,72.90969848632812,-0.13449859619140625,8.86,8.86,0.0,9.3,8.3,-1.0,5.577860839698823,5.263890877177713,-0.3139699625211101,0.13207148091755946,0.12381247657634571,0.15552949675839275,0.11328010544027785,0.008259004341213752,0.1371378180840994,-0.09433962264150944,0.9517,144,174,24,30,1
2021-08-06,4.0,0,hold,0,0,0,6.280325,6.1883,-0.09202500000000047,74.08200073242188,74.49140167236328,0.40940093994140625,8.86,8.86,0.0,9.3,8.3,-1.0,4.811459022162423,4.403006811514798,-0.40845221064762516,0.1641493034584849,0.13207148091755946,0.12381247657634571,0.15552949675839275,0.03207782254092545,0.1400110869841301,-0.08737864077669903,0.5267,141,168,21,24,1
2021-10-08,4.0,0,hold,0,0,0,6.35978,6.354375,-0.00540499999999966,74.83000183105469,75.30580139160156,0.475799560546875,8.86,8.86,0.0,9.3,8.3,-1.0,4.518826100198758,4.837359293268029,0.3185331930692703,0.15863604091329356,0.1641493034584849,0.13207148091755946,0.12381247657634571,-0.005513262545191355,0.15161894176311272,-0.09967845659163987,0.8807,140,171,20,27,1
2021-12-08,4.0,0,hold,0,0,0,6.44032,6.643025,0.2027049999999999,75.40859985351562,75.38330078125,-0.025299072265625,8.86,8.86,0.0,9.3,8.3,-1.0,5.5555428221295555,5.837607887704643,0.2820650655750878,0.14839858715687812,0.15863604091329356,0.1641493034584849,0.13207148091755946,-0.010237453756415438,0.15706131050955227,-0.10749185667752444,0.8225,137,170,17,26,1
2022-02-10,4.0,0,hold,0,0,0,6.750475,6.819825,0.06935000000000002,74.80889892578125,75.53839874267578,0.7294998168945312,9.92,9.52,-0.40000000000000036,15.3,16.7,1.3999999999999986,5.042048853857928,5.351197726349977,0.3091488724920488,0.10949900530862262,0.14839858715687812,0.15863604091329356,0.1641493034584849,-0.038899581848255496,0.13884454445959818,-0.1032258064516129,0.8807,139,171,19,27,0
2022-04-08,4.0,0,hold,0,0,0,7.1058,7.38565,0.2798499999999997,75.91320037841797,75.91729736328125,0.00409698486328125,9.92,9.52,-0.40000000000000036,15.3,16.7,1.3999999999999986,6.328001366370062,6.965108604276438,0.6371072379063758,0.1662821991739821,0.10949900530862262,0.14839858715687812,0.15863604091329356,0.056783193865359474,0.14139326387982767,-0.09904153354632587,0.9153,141,172,21,28,0
2022-05-04,4.4,40,hike,1,0,1,7.38565,7.529625,0.1439750000000002,76.46730041503906,76.00160217285156,-0.4656982421875,9.92,9.52,-0.40000000000000036,15.3,16.7,1.3999999999999986,6.965108604276438,6.162694784322076,-0.8024138199543618,1.7414194167171817,0.1662821991739821,0.10949900530862262,0.14839858715687812,1.5751372175431997,0.6724002070665955,0.9583333333333334,0.9571,141,3,21,3,0
2022-06-08,4.9,50,hike,1,0,1,7.529625,7.40206,-0.1275650000000006,77.67060089111328,77.72429656982422,0.0536956787109375,9.92,9.52,-0.40000000000000036,15.3,16.7,1.3999999999999986,6.162694784322076,5.7817631106883205,-0.38093167363375535,1.7229795135776393,1.7414194167171817,0.1662821991739821,0.10949900530862262,-0.018439903139542357,1.2102270431562678,0.9716312056737588,0.9451,139,2,19,2,0
2022-08-05,5.4,50,hike,1,0,1,7.27475,7.280374,0.005624000000000073,79.15489959716797,79.41059875488281,0.25569915771484375,9.92,9.52,-0.40000000000000036,15.3,16.7,1.3999999999999986,5.8536783343725585,6.488255169418533,0.6345768350459746,1.740555746220243,1.7229795135776393,1.7414194167171817,0.1662821991739821,0.017576232642603662,1.7349848921716882,0.9432624113475178,0.9657,137,4,17,4,0
2022-09-30,5.9,50,hike,1,0,1,7.280374,7.464925,0.1845509999999999,81.48059844970703,81.52130126953125,0.04070281982421875,9.92,9.52,-0.40000000000000036,15.3,16.7,1.3999999999999986,6.488255169418533,6.084886396172373,-0.40336877324615994,1.721355921683068,1.740555746220243,1.7229795135776393,1.7414194167171817,-0.019199824537174948,1.7282970604936503,0.9857142857142858,0.9274,139,1,19,1,0
2022-12-07,6.25,35,hike,1,0,1,7.29416,7.39,0.09583999999999993,82.37220001220703,82.25350189208984,-0.1186981201171875,9.92,9.52,-0.40000000000000036,15.3,16.7,1.3999999999999986,5.5023606568293415,6.155037139901132,0.6526764830717902,1.7123203362503048,1.721355921683068,1.740555746220243,1.7229795135776393,-0.009035585432763282,1.7247440013845388,0.9859154929577465,0.9274,141,1,21,1,0
2023-02-08,6.5,25,hike,1,0,1,7.334525,7.36,0.025475000000000136,82.74189758300781,82.65950012207031,-0.0823974609375,9.83,9.83,0.0,15.8,16.2,0.3999999999999986,6.160034853325591,5.793614547571058,-0.36642030575453344,1.7050670201207923,1.7123203362503048,1.721355921683068,1.740555746220243,-0.0072533161295125215,1.712914426018055,0.9444444444444444,0.9657,140,4,20,4,0
2023-04-06,6.5,0,hold,0,0,0,7.18,7.0125,-0.16749999999999954,81.94999694824219,81.831298828125,-0.1186981201171875,9.83,9.83,0.0,15.8,16.2,0.3999999999999986,5.090099342761301,4.418653739261358,-0.6714456034999428,0.15828338836679887,1.7050670201207923,1.7123203362503048,1.721355921683068,-1.5467836317539934,1.1918902482459652,-0.10749185667752444,0.8225,137,170,17,26,0
2023-06-08,6.5,0,hold,0,0,0,7.054,7.1125,0.05849999999999955,82.61810302734375,82.48829650878906,-0.1298065185546875,9.83,9.83,0.0,15.8,16.2,0.3999999999999986,5.572774774951994,7.54430241771511,1.9715276427631157,0.18912553291277726,0.15828338836679887,1.7050670201207923,1.7123203362503048,0.03084214454597839,0.6841586471334562,-0.1032258064516129,0.8807,139,171,19,27,0
2023-08-10,6.5,0,hold,0,0,0,7.185,7.172,-0.0129999999999999,82.86630249023438,82.79989624023438,-0.06640625,9.83,9.83,0.0,15.8,16.2,0.3999999999999986,6.912412198882967,4.722001975652046,-2.190410223230921,0.15638363797227783,0.18912553291277726,0.15828338836679887,1.7050670201207923,-0.03274189494049942,0.1679308530839514,-0.0967741935483871,0.8225,140,170,20,26,0
2023-10-06,6.5,0,hold,0,0,0,7.35,7.27,-0.08000000000000007,83.22489929199219,83.12460327148438,-0.1002960205078125,9.83,9.83,0.0,15.8,16.2,0.3999999999999986,4.452841148844522,4.981121115306397,0.5282799664618754,0.15136184288744634,0.15638363797227783,0.18912553291277726,0.15828338836679887,-0.0050217950848314985,0.16562367125750055,-0.09740259740259741,0.7184,139,169,19,25,0
2023-12-08,6.5,0,hold,0,0,0,7.224,7.2025,-0.02150000000000052,83.35489654541016,83.43009948730469,0.07520294189453125,9.83,9.83,0.0,15.8,16.2,0.3999999999999986,4.913119122300058,4.59341811463998,-0.31970100766007814,0.1486584363249403,0.15136184288744634,0.15638363797227783,0.18912553291277726,-0.0027034065625060333,0.1521346390615549,-0.07987220447284345,0.7184,144,169,24,25,0
2024-02-08,6.5,0,hold,0,0,0,7.09,7.068,-0.02200000000000024,83.01260375976562,82.98529815673828,-0.02730560302734375,9.83,,,16.2,,,4.898237799890026,4.201080450973227,-0.6971573489167993,0.15836272436089832,0.1486584363249403,0.15136184288744634,0.15638363797227783,0.00970428803595802,0.1527943345244284,-0.09032258064516129,0.7184,141,169,21,25,0
2024-04-05,6.5,0,hold,0,0,0,7.15,7.054,-0.09600000000000009,83.47779846191406,83.29679870605469,-0.180999755859375,9.83,,,16.2,,,3.8747783319197815,3.8603948193853155,-0.014383512534466014,0.14724623209253143,0.15836272436089832,0.1486584363249403,0.15136184288744634,-0.01111649226836689,0.15142246425945674,-0.10819672131147541,0.7184,136,169,16,25,0
2024-06-07,6.5,0,hold,0,0,0,7.0225,7.0075,-0.01499999999999968,83.47309875488281,83.52760314941406,0.05450439453125,9.83,,,16.2,,,3.665688271434475,2.1474714438209475,-1.5182168276135277,0.13603579875179123,0.14724623209253143,0.15836272436089832,0.1486584363249403,-0.011210433340740206,0.14721491840174042,-0.1032258064516129,0.8807,139,171,19,27,0
2024-08-08,6.5,0,hold,0,0,0,6.91,6.8325,-0.07750000000000057,83.94239807128906,83.98899841308594,0.046600341796875,9.83,,,16.2,,,2.4425390408502556,4.218176537374929,1.7756374965246735,0.14996628934240547,0.13603579875179123,0.14724623209253143,0.15836272436089832,0.013930490590614242,0.14441610672890945,-0.08974358974358974,0.8225,142,170,22,26,0
2024-10-09,6.5,0,hold,0,0,0,6.785,6.812,0.027000000000000135,83.91459655761719,83.94219970703125,0.0276031494140625,9.83,,,16.2,,,4.407490379293244,3.8820970044657566,-0.5253933748274875,0.13178666104204975,0.14996628934240547,0.13603579875179123,0.14724623209253143,-0.018179628300355716,0.13926291637874888,-0.08737864077669903,0.5267,141,168,21,24,0
2024-12-06,6.5,0,hold,0,0,0,6.7775,6.758,-0.01949999999999985,84.68379974365234,84.66600036621094,-0.01779937744140625,9.83,,,16.2,,,3.530243394934618,3.0957071771397837,-0.4345362177948342,0.16769219851045444,0.13178666104204975,0.14996628934240547,0.13603579875179123,0.03590553746840469,0.14981504963163664,-0.10749185667752444,0.8225,137,170,17,26,0
2025-02-07,6.25,-25,cut,0,1,1,6.7325,6.6825,-0.04999999999999982,87.58830261230469,87.51309967041016,-0.07520294189453125,9.83,,,16.2,,,2.5861832882339453,2.9517527093563922,0.36556942112244695,-1.5705096950470099,0.16769219851045444,0.13178666104204975,0.14996628934240547,-1.7382018935574644,-0.4236769451648352,-0.953757225433526,-0.7184,4,169,4,25,0
2025-04-09,6.0,-25,cut,0,1,1,6.455,6.272,-0.18299999999999983,86.435302734375,86.20929718017578,-0.22600555419921875,9.83,,,16.2,,,2.9517527093563922,,,-1.6026714537460556,-1.5705096950470099,0.16769219851045444,0.13178666104204975,-0.032161758699045695,-1.0018296500942034,-0.9653179190751445,-0.5267,3,170,3,26,0
2025-06-06,5.75,-25,cut,0,1,1,6.3075,6.35,0.04249999999999954,85.87750244140625,85.7853012084961,-0.09220123291015625,9.83,,,16.2,,,2.9517527093563922,,,-1.5238986466066171,-1.6026714537460556,-1.5705096950470099,0.16769219851045444,0.07877280713943846,-1.5656932651332276,-0.9542857142857143,-0.2023,4,171,4,27,0
